"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value","model"
2022-10-01,"Pennsylvania",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,53.3287027337795,"argo_detrend"
2022-10-01,"Pennsylvania",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,52.7825101199686,"argo_detrend"
2022-10-01,"Puerto Rico",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,32.0935446731066,"argo_detrend"
2022-10-01,"Puerto Rico",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,31.900006172283,"argo_detrend"
2022-10-01,"Puerto Rico",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,32.3820294916437,"argo_detrend"
2022-10-01,"Puerto Rico",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,32.1073002302728,"argo_detrend"
2022-10-01,"Rhode Island",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,0.103266656948742,"argo_detrend"
2022-10-01,"Rhode Island",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,0.330710377895423,"argo_detrend"
2022-10-01,"Rhode Island",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,0.243018558383055,"argo_detrend"
2022-10-01,"Rhode Island",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,0.195786886308882,"argo_detrend"
2022-10-01,"South Carolina",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,14.8566038892617,"argo_detrend"
2022-10-01,"South Carolina",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,14.9208851696152,"argo_detrend"
2022-10-01,"South Carolina",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,15.5863969992214,"argo_detrend"
2022-10-01,"South Carolina",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,13.3536021809727,"argo_detrend"
2022-10-01,"South Dakota",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,6.79498309216041,"argo_detrend"
2022-10-01,"South Dakota",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,6.81614212622007,"argo_detrend"
2022-10-01,"South Dakota",2,"wk inc flu hosp",2022-10-15,"quantile",0.5,6.76273234920629,"argo_detrend"
2022-10-01,"South Dakota",3,"wk inc flu hosp",2022-10-22,"quantile",0.5,6.76900963839401,"argo_detrend"
2022-10-01,"Tennessee",0,"wk inc flu hosp",2022-10-01,"quantile",0.5,26.8039148084722,"argo_detrend"
2022-10-01,"Tennessee",1,"wk inc flu hosp",2022-10-08,"quantile",0.5,32.3036164887653,"argo_detrend"
